Date,Open,High,Low,Close
2007-01-04,119.38,119.49,118.86,118.87
2007-01-05,118.85,119.01,117.98,118.59
2007-01-08,118.73,118.83,118.13,118.82
2007-01-09,118.82,119.51,118.68,119.39
2007-01-10,119.36,119.76,119.13,119.57
2007-01-11,119.59,120.65,119.48,120.46
2007-01-12,120.46,120.72,120.16,120.33
2007-01-15,120.32,120.59,120.04,120.46
2007-01-16,120.47,120.76,120.2,120.64
2007-01-17,120.66,120.87,120.36,120.63
2007-01-18,120.61,121.57,120.47,121.19
2007-01-19,121.2,121.47,121.07,121.23
2007-01-22,121.22,121.78,121.2,121.68
2007-01-23,121.66,121.75,121.1,121.67
2007-01-24,121.67,121.77,120.64,121.06
2007-01-25,121.07,121.29,120.26,121.25
2007-01-26,121.25,121.63,121.2,121.53
2007-01-29,121.46,122.15,121.41,121.74
2007-01-30,121.73,121.98,121.46,121.7
2007-01-31,121.71,121.74,120.63,120.85
2007-02-01,120.87,120.9,120.1,120.77
2007-02-02,120.78,121.33,120.62,121.11
2007-02-05,121.11,121.15,120.23,120.3
2007-02-06,120.28,120.56,119.98,120.04
2007-02-07,120.05,120.79,120.01,120.61
2007-02-08,120.6,121.42,120.57,121.1
2007-02-09,121.1,121.75,121.04,121.69
2007-02-12,122.06,122.06,121.59,121.84
2007-02-13,121.83,121.85,121.09,121.21
2007-02-14,121.25,121.37,120.64,120.7
2007-02-15,120.71,120.75,119.15,119.19
2007-02-16,119.23,119.54,119,119.41
2007-02-19,119.26,119.72,119.26,119.67
2007-02-20,119.65,120.34,119.57,120.04
2007-02-21,120.02,121.16,119.71,120.84
2007-02-22,120.85,121.64,120.84,121.51
2007-02-23,121.53,121.63,120.92,121.04
2007-02-26,121.06,121.06,120.34,120.7
2007-02-27,120.7,120.74,117.54,118.2
2007-02-28,118.2,118.8,117.97,118.5
2007-03-01,118.56,118.85,116.97,117.59
2007-03-02,117.6,117.81,116.44,116.75
2007-03-05,116.63,116.65,115.13,115.22
2007-03-06,115.21,116.78,115.2,116.76
2007-03-07,116.77,116.88,115.75,115.84
2007-03-08,115.82,117.47,115.55,117.24
2007-03-09,117.25,118.36,117.07,118.32
2007-03-12,118.36,118.48,117.2,117.5
2007-03-13,117.51,117.75,116.01,116.1
2007-03-14,116.13,117.39,115.75,117.24
2007-03-15,117.23,117.76,117.01,117.31
2007-03-16,117.36,117.44,116.51,116.72
2007-03-19,116.28,117.75,116.25,117.41
2007-03-20,117.43,117.97,116.92,117.24
2007-03-21,117.24,117.94,117.18,117.4
2007-03-22,117.39,118.3,117.25,118.13
2007-03-23,118.13,118.24,117.41,118.13
2007-03-26,117.93,118.41,117.65,118.09
2007-03-27,118.11,118.37,117.68,117.8
2007-03-28,117.82,117.98,116.38,116.91
2007-03-29,116.91,118.08,116.66,118.02
2007-03-30,118.03,118.37,117.31,117.83
2007-04-02,117.48,118.04,117.44,117.85
2007-04-03,117.84,118.97,117.72,118.91
2007-04-04,118.9,119.08,118.56,118.61
2007-04-05,118.64,118.98,118.44,118.69
2007-04-06,118.69,119.4,118.67,119.27
2007-04-09,119.25,119.42,119.18,119.27
2007-04-10,119.28,119.31,118.75,119.03
2007-04-11,119.02,119.53,118.88,119.35
2007-04-12,119.35,119.48,118.78,119.07
2007-04-13,119.07,119.5,118.2,119.24
2007-04-16,119.37,119.87,118.98,119.64
2007-04-17,119.67,119.81,118.8,118.92
2007-04-18,118.9,119.01,118.12,118.44
2007-04-19,118.45,118.56,117.6,118.44
2007-04-20,118.44,118.96,118.24,118.68
2007-04-23,118.7,118.99,118.21,118.57
2007-04-24,118.57,118.92,118.23,118.51
2007-04-25,118.52,118.82,118.27,118.61
2007-04-26,118.67,119.66,118.53,119.49
2007-04-27,119.5,119.75,118.97,119.59
2007-04-30,119.2,119.73,119.2,119.4
2007-05-01,119.41,119.87,119.08,119.75
2007-05-02,119.74,120.25,119.61,120.17
2007-05-03,120.18,120.45,119.97,120.4
2007-05-04,120.4,120.44,119.92,120.19
2007-05-07,120.12,120.18,119.77,120.08
2007-05-08,120.08,120.12,119.53,120
2007-05-09,119.99,120.11,119.63,120.02
2007-05-10,120.03,120.52,119.77,119.77
2007-05-11,119.79,120.2,119.52,120.16
2007-05-14,120.22,120.45,120.05,120.4
2007-05-15,120.39,120.56,120.12,120.21
2007-05-16,120.21,120.86,120.16,120.79
2007-05-17,120.78,121.35,120.69,121.24
2007-05-18,121.23,121.39,120.72,121.11
2007-05-21,121.15,121.61,121.06,121.48
2007-05-22,121.48,121.61,121.2,121.54
2007-05-23,121.51,121.87,121.32,121.58
2007-05-24,121.58,121.65,121.25,121.43
2007-05-25,121.44,121.87,120.87,121.77
2007-05-28,121.72,121.8,121.59,121.66
2007-05-29,121.65,121.79,121.17,121.66
2007-05-30,121.65,121.75,121.35,121.63
2007-05-31,121.62,121.95,121.43,121.7
2007-06-01,121.7,122.13,121.67,122.04
2007-06-04,122.02,122.1,121.54,121.68
2007-06-05,121.7,121.92,121.12,121.33
2007-06-06,121.33,121.48,120.89,121.03
2007-06-07,121.02,121.55,120.77,120.94
2007-06-08,120.95,121.81,120.76,121.71
2007-06-11,121.76,121.83,121.5,121.67
2007-06-12,121.66,121.84,121.59,121.68
2007-06-13,121.67,122.75,121.51,122.62
2007-06-14,122.64,123.11,122.53,122.96
2007-06-15,122.93,123.65,122.91,123.43
2007-06-18,123.47,123.73,123.3,123.62
2007-06-19,123.63,123.71,123.31,123.38
2007-06-20,123.38,123.7,123.09,123.48
2007-06-21,123.5,123.76,123.45,123.73
2007-06-22,123.73,124.16,123.7,123.86
2007-06-25,123.78,123.95,123.31,123.65
2007-06-26,123.63,123.68,122.79,123.19
2007-06-27,123.19,123.21,122.21,122.81
2007-06-28,122.77,123.35,122.77,123.18
2007-06-29,123.2,123.56,122.98,123.16
2007-07-02,123.04,123.28,122.09,122.34
2007-07-03,122.36,122.7,122.13,122.44
2007-07-04,122.43,122.72,122.2,122.6
2007-07-05,122.6,123,122.34,122.9
2007-07-06,122.92,123.5,122.85,123.32
2007-07-09,123.41,123.68,123.2,123.36
2007-07-10,123.37,123.46,121.29,121.36
2007-07-11,121.32,122.5,120.99,122.34
2007-07-12,122.38,122.56,121.84,122.39
2007-07-13,122.38,122.6,121.9,121.91
2007-07-16,121.86,122.17,121.54,121.88
2007-07-17,121.88,122.4,121.71,122.18
2007-07-18,122.17,122.34,121.58,121.88
2007-07-19,121.86,122.17,121.76,122.05
2007-07-20,122.05,122.42,121.02,121.25
2007-07-23,121.55,121.61,120.8,121.05
2007-07-24,121.05,121.15,119.99,120.2
2007-07-25,120.16,120.64,119.8,120.44
2007-07-26,120.45,120.72,118.01,118.17
2007-07-27,118.19,119.28,118.18,118.54
2007-07-30,118.2,119.19,118.02,119.19
2007-07-31,119.17,119.48,118.35,118.42
2007-08-01,118.45,119,117.62,118.84
2007-08-02,118.81,119.35,118.33,119.12
2007-08-03,119.12,119.31,117.93,118.03
2007-08-06,117.19,119.08,117.18,118.86
2007-08-07,118.87,118.94,117.99,118.77
2007-08-08,118.78,119.83,118.72,119.61
2007-08-09,119.64,119.77,118.11,118.13
2007-08-10,118.15,118.68,117.22,118.38
2007-08-13,118.32,118.51,117.69,118.16
2007-08-14,118.15,118.51,117.54,117.58
2007-08-15,117.56,117.63,116.26,116.26
2007-08-16,116.29,116.68,111.97,114.46
2007-08-17,114.46,114.88,111.61,114.38
2007-08-20,114.39,115.48,113.75,114.84
2007-08-21,114.88,115.22,114.04,114.25
2007-08-22,114.22,115.45,113.99,115.36
2007-08-23,115.36,117.11,115.36,116.31
2007-08-24,116.31,116.45,115.52,116.44
2007-08-27,116.42,116.73,115.57,115.67
2007-08-28,115.66,115.75,114.1,114.14
2007-08-29,114.15,116.25,113.88,116.1
2007-08-30,116.08,116.09,115.2,115.84
2007-08-31,115.85,116.59,115.48,115.77
2007-09-03,115.79,116.09,115.64,115.95
2007-09-04,115.92,116.41,115.36,116.19
2007-09-05,116.23,116.46,115.02,115.07
2007-09-06,115.06,115.52,114.8,115.42
2007-09-07,115.41,115.58,113.14,113.38
2007-09-10,112.84,113.98,112.58,113.66
2007-09-11,113.63,114.39,113.4,114.31
2007-09-12,114.33,114.39,113.77,114.19
2007-09-13,114.18,115.48,114.1,114.78
2007-09-14,114.74,115.4,114.36,115.35
2007-09-17,115.27,115.37,114.65,115.06
2007-09-18,115.09,116.36,114.78,116.01
2007-09-19,116.01,116.33,115.69,115.88
2007-09-20,115.9,116.03,114.01,114.66
2007-09-21,114.65,115.85,114.56,115.52
2007-09-24,115.37,115.37,114.65,114.9
2007-09-25,114.91,114.96,114.03,114.62
2007-09-26,114.65,115.72,114.54,115.45
2007-09-27,115.44,115.87,115.11,115.56
2007-09-28,115.57,115.64,114.67,114.78
2007-10-01,114.73,116.05,114.71,115.71
2007-10-02,115.7,116.01,115.29,115.6
2007-10-03,115.6,116.79,115.55,116.67
2007-10-04,116.68,116.77,116.25,116.34
2007-10-05,116.36,117.28,116.35,116.98
2007-10-08,117.16,117.59,116.93,117.37
2007-10-09,117.36,117.43,116.83,117.09
2007-10-10,117.11,117.56,116.96,117.18
2007-10-11,117.14,117.81,117.01,117.3
2007-10-12,117.27,117.69,117.13,117.59
2007-10-15,117.45,117.94,117.1,117.42
2007-10-16,117.46,117.46,116.44,116.86
2007-10-17,116.88,117.17,116.18,116.58
2007-10-18,116.57,116.62,115.3,115.6
2007-10-19,115.59,115.69,114.49,114.5
2007-10-22,114,114.61,113.24,114.51
2007-10-23,114.51,115,114.21,114.71
2007-10-24,114.73,114.94,113.81,114.18
2007-10-25,114.17,114.58,113.76,114.18
2007-10-26,114.17,114.55,113.92,114.19
2007-10-29,114.1,114.9,114.05,114.7
2007-10-30,114.7,114.99,114.37,114.68
2007-10-31,114.68,115.49,114.51,115.3
2007-11-01,115.34,115.92,114.48,114.49
2007-11-02,114.51,115.34,114.37,114.87
2007-11-05,114.62,114.81,114.04,114.47
2007-11-06,114.47,114.77,114.25,114.64
2007-11-07,114.65,114.77,112.2,112.36
2007-11-08,112.42,113.36,112.22,112.66
2007-11-09,112.66,112.88,110.52,110.68
2007-11-12,110.47,110.77,109.13,109.53
2007-11-13,109.51,111,109.46,110.94
2007-11-14,110.89,111.73,110.77,111.16
2007-11-15,111.13,111.66,110.22,110.4
2007-11-16,110.4,111.32,109.79,111.09
2007-11-19,110.79,111.07,109.6,109.76
2007-11-20,109.68,110.56,109.5,109.9
2007-11-21,109.91,109.97,108.26,108.54
2007-11-22,108.54,109.15,108.3,108.52
2007-11-23,108.54,108.62,107.54,108.32
2007-11-26,108.47,108.76,107.2,107.51
2007-11-27,107.48,109.14,107.28,108.85
2007-11-28,108.83,110.46,108.27,109.86
2007-11-29,109.89,110.29,109.5,109.82
2007-11-30,109.8,111.21,109.65,111.2
2007-12-03,110.97,111.02,110.13,110.44
2007-12-04,110.5,110.51,109.55,109.83
2007-12-05,109.82,110.96,109.75,110.84
2007-12-06,110.88,111.44,110.64,111.21
2007-12-07,111.22,111.79,111.14,111.66
2007-12-10,111.62,111.89,111.36,111.67
2007-12-11,111.68,112.13,110.49,110.72
2007-12-12,110.7,112.45,110.68,112.19
2007-12-13,112.2,112.43,111.39,112.29
2007-12-14,112.29,113.59,112.24,113.26
2007-12-17,113.33,113.5,112.82,112.84
2007-12-18,112.86,113.54,112.72,113.33
2007-12-19,113.32,113.48,112.72,113.32
2007-12-20,113.32,113.38,112.79,113.17
2007-12-21,113.17,114.2,112.93,114
2007-12-24,114.01,114.48,113.96,114.29
2007-12-25,114.32,114.35,113.91,114.3
2007-12-26,114.35,114.36,113.94,114.22
2007-12-27,114.22,114.64,113.56,113.82
2007-12-28,113.81,113.98,112.27,112.3
2007-12-31,112.57,112.59,111.32,111.64
2008-01-02,111.88,111.97,109.23,109.72
2008-01-03,109.71,109.75,108.24,109.48
2008-01-04,109.5,109.59,107.94,108.56
2008-01-07,108.62,109.7,108.54,109.22
2008-01-08,109.25,109.82,108.79,108.91
2008-01-09,108.92,110.09,108.82,109.98
2008-01-10,109.98,110.1,109.1,109.41
2008-01-11,109.45,109.69,108.63,108.82
2008-01-14,108.77,108.93,107.36,108.28
2008-01-15,108.27,108.35,106.63,106.91
2008-01-16,106.91,107.91,105.91,107.45
2008-01-17,107.44,107.85,106.53,106.59
2008-01-18,106.59,107.56,106.34,106.82
2008-01-21,106.83,106.98,105.67,105.7
2008-01-22,105.73,107.01,105.6,106.69
2008-01-23,106.68,107.37,104.96,106.6
2008-01-24,106.61,107.23,105.94,107.14
2008-01-25,107.09,107.88,106.71,106.74
2008-01-28,106.82,107.13,105.98,107.06
2008-01-29,107.06,107.17,106.38,107.04
2008-01-30,107.04,107.46,106.09,106.25
2008-01-31,106.23,106.87,105.73,106.38
2008-02-01,106.39,106.7,105.74,106.53
2008-02-04,106.67,107.08,106.52,106.66
2008-02-05,106.66,107.73,106.63,106.78
2008-02-06,106.78,106.78,106.11,106.39
2008-02-07,106.4,107.79,105.92,107.34
2008-02-08,107.38,107.72,107.14,107.33
2008-02-11,107.52,107.53,106.33,106.86
2008-02-12,106.84,107.51,106.75,107.29
2008-02-13,107.31,108.39,106.99,108.15
2008-02-14,108.11,108.57,107.78,107.84
2008-02-15,107.85,108.3,107.26,107.78
2008-02-18,107.79,108.29,107.75,108.12
2008-02-19,108.12,108.3,107.2,107.82
2008-02-20,107.85,108.33,107.47,108.05
2008-02-21,108.04,108.31,107.14,107.26
2008-02-22,107.28,107.55,106.74,107.13
2008-02-25,107.23,108.18,107.22,108.08
2008-02-26,108.08,108.12,107.1,107.3
2008-02-27,107.29,107.38,105.96,106.38
2008-02-28,106.38,106.62,105.08,105.29
2008-02-29,105.28,105.37,103.68,103.72
2008-03-03,103.29,103.68,102.61,103.42
2008-03-04,103.41,103.56,102.64,103.46
2008-03-05,103.43,104.16,103.28,103.9
2008-03-06,103.91,103.98,102.44,102.57
2008-03-07,102.57,103.19,101.42,102.67
2008-03-10,102.12,102.43,101.56,101.73
2008-03-11,101.71,103.57,101.42,103.39
2008-03-12,103.39,103.43,101.1,101.55
2008-03-13,101.55,101.68,99.79,100.67
2008-03-14,100.67,101.11,98.92,99
2008-03-17,98.69,99.07,95.76,97.37
2008-03-18,97.37,100.42,96.85,100.03
2008-03-19,100.03,100.18,97.66,98.74
2008-03-20,98.73,100.18,98.45,99.05
2008-03-21,99.05,99.73,99.04,99.59
2008-03-24,99.55,100.88,99.47,100.69
2008-03-25,100.75,101.02,99.64,99.96
2008-03-26,100.09,100.3,98.77,98.96
2008-03-27,99.02,100.13,98.56,99.49
2008-03-28,99.5,100.38,99.09,99.12
2008-03-31,98.88,100.14,98.8,99.9
2008-04-01,99.9,102.15,99.61,101.73
2008-04-02,101.74,102.83,101.5,102.3
2008-04-03,102.28,102.93,102.06,102.25
2008-04-04,102.24,102.68,101.44,101.46
2008-04-07,101.72,102.82,101.5,102.38
2008-04-08,102.36,102.66,101.74,102.55
2008-04-09,102.55,102.8,101.51,101.71
2008-04-10,101.73,102.01,100.01,101.74
2008-04-11,101.75,102.24,100.64,101
2008-04-14,101.25,101.48,100.29,101.13
2008-04-15,101.12,101.87,100.79,101.84
2008-04-16,101.83,101.92,100.81,101.76
2008-04-17,101.77,102.7,101.7,102.51
2008-04-18,102.5,104.63,102.25,103.66
2008-04-21,103.77,104.06,102.98,103.22
2008-04-22,103.22,103.49,102.67,102.86
2008-04-23,102.86,103.76,102.74,103.43
2008-04-24,103.44,104.55,103.31,104.29
2008-04-25,104.32,104.81,103.89,104.44
2008-04-28,104.44,104.79,104.04,104.2
2008-04-29,104.19,104.34,103.23,104.07
2008-04-30,104.08,104.83,103.68,103.94
2008-05-01,103.94,104.57,103.54,104.37
2008-05-02,104.38,105.67,104.31,105.4
2008-05-05,105.3,105.59,104.72,104.91
2008-05-06,104.91,105.11,104.01,104.72
2008-05-07,104.71,105.56,104.57,104.66
2008-05-08,104.65,104.92,103.42,103.75
2008-05-09,103.77,103.95,102.62,102.8
2008-05-12,103.03,104.02,102.59,103.83
2008-05-13,103.82,104.91,103.39,104.66
2008-05-14,104.68,105.42,104.56,105
2008-05-15,105.01,105.28,104.41,104.69
2008-05-16,104.68,105.08,103.54,104.08
2008-05-19,103.98,104.67,103.62,104.31
2008-05-20,104.32,104.47,103.45,103.62
2008-05-21,103.61,103.68,102.95,102.98
2008-05-22,102.99,104.37,102.71,104.1
2008-05-23,104.1,104.22,103.06,103.36
2008-05-26,103.33,103.48,103.13,103.37
2008-05-27,103.38,104.33,103.25,104.27
2008-05-28,104.24,105.29,103.88,104.66
2008-05-29,104.65,105.86,104.59,105.56
2008-05-30,105.55,105.72,105.23,105.49
2008-06-02,105.26,105.51,104.08,104.41
2008-06-03,104.43,105.53,103.85,105.14
2008-06-04,105.15,105.32,104.52,105.26
2008-06-05,105.25,106.41,105.18,105.94
2008-06-06,105.93,106.32,104.89,104.92
2008-06-09,104.51,106.36,104.47,106.28
2008-06-10,106.26,107.43,106.22,107.34
2008-06-11,107.32,107.74,106.57,106.82
2008-06-12,106.87,108.08,106.79,107.86
2008-06-13,107.87,108.37,107.64,108.18
2008-06-16,108.06,108.57,107.91,108.21
2008-06-17,108.2,108.38,107.58,107.96
2008-06-18,107.95,108.41,107.7,107.82
2008-06-19,107.83,108.05,107.43,107.95
2008-06-20,107.94,108.06,107.12,107.32
2008-06-23,107.21,108.03,107.14,107.84
2008-06-24,107.83,108.18,107.36,107.8
2008-06-25,107.79,108.39,107.65,107.85
2008-06-26,107.84,108.17,106.61,106.86
2008-06-27,106.85,107.2,105.84,106.14
2008-06-30,106.19,106.47,105,106.08
2008-07-01,106.06,106.38,105.22,106.03
2008-07-02,106.02,106.76,105.77,105.82
2008-07-03,105.82,106.93,105.77,106.79
2008-07-04,106.79,106.87,106.58,106.77
2008-07-07,106.79,107.74,106.64,107.12
2008-07-08,107.13,107.53,106.25,107.42
2008-07-09,107.41,107.65,106.66,106.8
2008-07-10,106.79,107.39,106.7,107.05
2008-07-11,107.06,107.29,105.65,106.34
2008-07-14,106.15,106.8,106.02,106.17
2008-07-15,106.16,106.27,104.16,104.62
2008-07-16,104.64,105.17,103.76,105.09
2008-07-17,105.1,107.07,104.74,106.22
2008-07-18,106.18,106.98,105.97,106.94
2008-07-21,106.94,107.14,106.36,106.42
2008-07-22,106.43,107.38,106.08,107.26
2008-07-23,107.24,107.97,107.16,107.93
2008-07-24,107.94,107.99,107.17,107.37
2008-07-25,107.36,107.93,106.58,107.88
2008-07-28,107.84,108.06,107.33,107.45
2008-07-29,107.44,108.24,107.3,108.13
2008-07-30,108.14,108.31,107.71,108.1
2008-07-31,108.09,108.37,107.57,107.85
2008-08-01,107.84,107.89,107.26,107.65
2008-08-04,107.63,108.28,107.46,108.2
2008-08-05,108.21,108.39,107.67,108.29
2008-08-06,108.28,109.86,108.22,109.59
2008-08-07,109.6,109.68,109.13,109.33
2008-08-08,109.33,110.36,109.3,110.18
2008-08-11,110.35,110.4,109.55,110.11
2008-08-12,110.12,110.34,109.22,109.3
2008-08-13,109.3,109.66,108.38,109.49
2008-08-14,109.48,109.98,109.02,109.77
2008-08-15,109.78,110.65,109.63,110.49
2008-08-18,110.47,110.48,109.97,110.17
2008-08-19,110.18,110.32,109.56,109.66
2008-08-20,109.67,110.27,109.62,109.85
2008-08-21,109.86,109.86,108.15,108.47
2008-08-22,108.48,110.14,108.42,110.08
2008-08-25,110.04,110.28,109.02,109.3
2008-08-26,109.31,109.93,109.15,109.66
2008-08-27,109.65,109.89,108.7,109.52
2008-08-28,109.53,109.73,108.78,109.47
2008-08-29,109.47,109.56,108.43,108.79
2008-09-01,108.33,108.66,107.63,108.16
2008-09-02,108.14,109.18,107.78,108.6
2008-09-03,108.61,109.08,108.11,108.23
2008-09-04,108.23,108.56,106.29,106.47
2008-09-05,106.44,107.72,105.49,107.72
2008-09-08,108.93,109.07,107.75,108.16
2008-09-09,108.11,108.19,106.67,106.8
2008-09-10,106.79,107.92,106.59,107.77
2008-09-11,107.76,107.84,106.08,107.16
2008-09-12,107.2,107.98,106.73,107.92
2008-09-15,105.95,106.88,104.3,104.37
2008-09-16,104.35,106.34,103.55,105.56
2008-09-17,105.47,106.71,104.14,104.34
2008-09-18,104.32,105.77,104.01,105.55
2008-09-19,105.53,108,105.39,107.44
2008-09-22,106.86,107.14,105.15,105.42
2008-09-23,105.43,106.06,105.18,105.79
2008-09-24,105.8,106.33,105.35,106.16
2008-09-25,106.17,107.01,105.48,106.47
2008-09-26,106.46,106.5,105.03,106
2008-09-29,106.25,106.97,103.96,103.98
2008-09-30,104.01,106.48,103.56,105.98
2008-10-01,105.99,106.5,105.33,105.83
2008-10-02,105.82,106.27,105.09,105.34
2008-10-03,105.33,106.13,104.68,105.33
2008-10-06,104.87,105.13,100.27,101.52
2008-10-07,101.49,103.26,101.07,101.5
2008-10-08,101.58,101.65,98.61,99.08
2008-10-09,99.11,101.47,99.11,99.64
2008-10-10,99.61,100.69,97.91,100.63
2008-10-13,100.97,102.15,99.57,101.99
2008-10-14,102.02,103.03,101.51,102.12
2008-10-15,102.16,102.16,99.55,99.86
2008-10-16,99.85,101.72,99.26,101.66
2008-10-17,101.68,101.79,100.59,101.64
2008-10-20,101.6,102.41,101.36,102.1
2008-10-21,102.09,102.14,100.05,100.35
2008-10-22,100.36,100.56,97.23,98
2008-10-23,97.957,98.3,95.949,97.98
2008-10-24,97.9,97.901,90.923,94.241
2008-10-27,93.19,94.45,92.03,93.19
2008-10-28,93.21,99.68,92.635,98.2
2008-10-29,98.16,98.45,96.06,97.382
2008-10-30,97.36,99.1,97.32,98.62
2008-10-31,98.61,99.11,96.39,98.5
2008-11-03,98.284,99.64,98.21,99.25
2008-11-04,99.27,100.53,98.39,99.77
2008-11-05,99.8,99.91,97.76,97.96
2008-11-06,97.97,98.65,97.36,97.44
2008-11-07,97.452,98.65,96.76,98.21
2008-11-10,98.915,99.465,97.61,97.98
2008-11-11,97.99,98.29,97.31,97.59
2008-11-12,97.6,98.06,94.5,94.621
2008-11-13,94.66,98.15,94.59,97.69
2008-11-14,97.69,98.064,96.13,97.07
2008-11-17,96.243,97.54,95.92,96.24
2008-11-18,96.25,97.4,96.01,96.89
2008-11-19,96.91,97.07,95.55,95.74
2008-11-20,95.75,96.21,93.66,94.14
2008-11-21,94.13,95.97,93.63,95.9
2008-11-24,95.97,97.39,94.94,97.07
2008-11-25,97.05,97.05,94.95,95.28
2008-11-26,95.32,95.89,94.6,95.39
2008-11-27,95.39,95.71,95,95.31
2008-11-28,95.34,95.7,95.13,95.5
2008-12-01,95.53,95.55,92.89,93.02
2008-12-02,92.99,93.82,92.65,93.16
2008-12-03,93.15,93.62,92.55,93.3
2008-12-04,93.31,93.41,92.07,92.26
2008-12-05,92.26,93.38,91.43,92.86
2008-12-08,92.7,93.89,92.56,92.92
2008-12-09,92.93,93.05,91.93,92.29
2008-12-10,92.27,93.02,92.19,92.76
2008-12-11,92.78,92.87,91.15,91.47
2008-12-12,91.41,91.85,88.32,91.12
2008-12-15,90.93,91.32,90.25,90.58
2008-12-16,90.6,90.72,88.65,88.96
2008-12-17,88.97,89.2,87.17,87.34
2008-12-18,87.35,89.98,87.25,89.56
2008-12-19,89.57,89.82,88.45,89.3
2008-12-22,89.27,90.48,89.229,90.2
2008-12-23,90.2,90.97,89.87,90.88
2008-12-24,90.87,90.92,90.22,90.42
2008-12-26,90.37,90.81,90.32,90.77
2008-12-29,90.62,90.72,89.74,90.67
2008-12-30,90.69,90.92,90.01,90.2
2008-12-31,90.22,90.91,90.12,90.67
2009-01-02,90.87,92.37,90.65,91.79
2009-01-05,92.11,93.55,91.8,93.19
2009-01-06,93.19,94.59,92.85,93.42
2009-01-07,93.43,94.12,92.33,92.55
2009-01-08,92.56,92.9,90.87,91.19
2009-01-09,91.19,91.57,90.15,90.38
2009-01-12,90.02,90.24,88.89,89.33
2009-01-13,89.32,89.87,88.8,89.37
2009-01-14,89.36,89.95,88.62,88.9
2009-01-15,88.91,90,88.54,89.88
2009-01-16,89.86,90.9,89.83,90.65
2009-01-19,91.01,91.27,90.15,90.56
2009-01-20,90.55,90.97,89.68,89.7
2009-01-21,89.72,90.14,87.11,89.35
2009-01-22,89.36,89.5,88.08,88.86
2009-01-23,88.84,89.51,88.03,88.69
2009-01-26,88.38,89.67,88.25,89.06
2009-01-27,89.07,90.05,88.46,89.12
2009-01-28,89.13,90.66,88.88,90.41
2009-01-29,90.4,90.64,89.48,90.03
2009-01-30,90.01,90.07,89.19,89.95
2009-02-02,89.66,89.98,88.8,89.36
2009-02-03,89.38,89.95,88.58,89.36
2009-02-04,89.39,89.77,88.84,89.31
2009-02-05,89.32,92.21,89.22,91.12
2009-02-06,91.13,92.2,90.73,91.85
2009-02-09,92.1,92.39,90.9,91.46
2009-02-10,91.45,91.64,90.13,90.35
2009-02-11,90.36,90.74,89.7,90.39
2009-02-12,90.37,91.09,89.83,90.84
2009-02-13,90.81,92.1,90.56,91.91
2009-02-16,91.8,92.06,91.43,91.67
2009-02-17,91.68,92.73,91.58,92.35
2009-02-18,92.36,93.95,92.1,93.62
2009-02-19,93.64,94.45,93.3,94.06
2009-02-20,94.07,94.36,92.54,93.31
2009-02-23,93.5,94.94,92.77,94.37
2009-02-24,94.43,96.92,94.27,96.74
2009-02-25,96.76,97.78,96.36,97.42
2009-02-26,97.43,98.7,97.33,98.51
2009-02-27,98.499,98.51,96.86,97.57
2009-03-02,97.64,97.9,96.92,97.07
2009-03-03,97.07,98.58,97.01,98.22
2009-03-04,98.2,99.47,98.19,99.14
2009-03-05,99.14,99.67,97.72,98.03
2009-03-06,98.03,98.48,96.58,98.25
2009-03-09,98.25,99.17,97.91,98.93
2009-03-10,98.96,99.12,97.94,98.68
2009-03-11,98.7,98.84,97.14,97.42
2009-03-12,97.42,98.4,95.67,97.67
2009-03-13,97.66,98.63,97.15,97.935
2009-03-16,98.08,98.62,98,98.24
2009-03-17,98.25,98.95,98.18,98.69
2009-03-18,98.78,98.82,95.71,96.16
2009-03-19,96.18,96.59,93.62,94.52
2009-03-20,94.53,96.25,94.17,95.973
2009-03-23,95.66,97.34,95.66,96.94
2009-03-24,96.95,98.55,96.93,98.11
2009-03-25,98.11,98.34,96.92,97.51
2009-03-26,97.53,98.85,97.49,98.81
2009-03-27,98.82,98.83,97.11,97.82
2009-03-30,98.04,98.3,95.96,97.44
2009-03-31,97.43,99.36,97.28,98.88
2009-04-01,98.89,99.46,98.21,98.64
2009-04-02,98.65,99.89,98.41,99.59
2009-04-03,99.63,100.36,99.35,100.32
2009-04-06,100.32,101.43,100.2,101.06
2009-04-07,101.02,101.05,99.86,100.52
2009-04-08,100.51,100.82,99.33,99.74
2009-04-09,99.76,100.55,99.64,100.43
2009-04-10,100.44,100.71,100.21,100.23
2009-04-13,100.4,100.71,99.87,100.06
2009-04-14,100.07,100.42,98.72,98.81
2009-04-15,98.82,99.65,98.15,99.36
2009-04-16,99.34,99.49,98.53,99.36
2009-04-17,99.37,99.73,98.71,99.15
2009-04-20,99.2,99.39,97.66,97.99
2009-04-21,97.97,98.91,97.73,98.65
2009-04-22,98.65,98.71,97.6,97.96
2009-04-23,97.98,98.42,97.62,98.01
2009-04-24,98,98.04,96.63,97.15
2009-04-27,96.84,97.1,96.43,96.72
2009-04-28,96.71,96.72,95.63,96.4
2009-04-29,96.41,97.95,96.41,97.65
2009-04-30,97.65,98.98,97.15,98.55
2009-05-01,98.55,99.57,98.51,99.11
2009-05-04,99.28,99.56,98.73,98.93
2009-05-05,98.93,99.2,98.61,98.92
2009-05-06,98.91,99.06,97.95,98.44
2009-05-07,98.42,99.68,98.33,99.28
2009-05-08,99.27,99.56,98.32,98.46
